Gene name	Adrenal gland	Appendix	Brain	Colon	Duodenum	Endometrium	Esophagus	Fallopian tube	Fat	Gallbladder	Heart	Kidney	Liver	Lung	Lymph node	Ovary	Pancreas	Placenta	Prostate	Rectum	Salivary gland	Small intestine	Smooth muscle	Spleen	Stomach	Testis	Thyroid	Tonsil	Urinary bladder
MIEF2	154701.6536	0	489938.0635	0	189970.8125	0	0	0	0.00	0	7242626.72	797300.6602	66215.16	3409615.596	707270.5644	0	5165034.821	133583.543	0	0	36175.68785	350243.2637	0	386143.0698	218936.2371	122930.3988	0	0	0
MIEN1	37873569.3	61527364.51	129658925.7	88037756.37	90208388.24	63801887.29	82617551.34	59238664.32	118086231.60	73875610.37	73955584.36	80278913.24	130938901.90	105983679	44574471.99	107830325.2	121516161.1	68705624.64	66516675.93	100223749.8	173541540.5	107664020.1	39734719.22	107352593.2	68371220.72	93077134.84	95273565.06	20979058.57	57588153.5
MIER1	6933339.051	101756422	1100892.814	9896578.997	9821422.898	7832444.84	8743478.52	6868820.561	11900601.57	1836977.571	0.00	2934072.628	3242740.93	6661939.708	17067718.49	545614.3099	200904.0449	4558264.387	9911772.041	6157638.855	3294788.175	21106187.73	15854335.22	8523811.659	17364157.81	8964073.497	2570653.919	12967919.32	4446529.355
MIER2	566556.121	0	0	0	0	333923.641	122994.7297	103156.3265	0.00	100842.0342	0.00	0	0.00	248864.2548	3068827.253	109200.7061	0	93835.59563	1188258.373	0	0	0	378268.9431	0	0	1365803.383	0	0	0
MIER3	305605.0983	0	0	3002570.174	569962.8878	5431459.026	3721134.006	838845.5369	0.00	5986546.085	0.00	80419.6764	0.00	290516.4756	0	66425.36157	0	0	857759.0951	0	0	2694183.417	0	0	2105370.065	3417635.803	0	723608.9991	0
MIF	2492951433	1123619115	1631423211	2872682164	2433945855	4213130466	4636169569	4673509844	2174650757.00	4358843614	3253119591.00	4297667386	170430880.50	1221545412	2575411631	5774006594	975894600	4179185164	5396931732	3259749891	5036644164	206232697	5598031365	1946240784	2310808200	6166093439	7422073129	2308445427	2697960232
MIF4GD	12875727.39	9600733.452	10504163.95	16938987.55	6379762.729	12284901.19	36827553.82	15104765.5	10270411.93	15767695.16	20452027.52	5178276.596	18035386.02	9932346.473	13505371.84	5672241.623	7714412.864	15028574.51	13811713.4	18568407.64	14708147.38	5943606.478	49754677.69	8943114.279	15986350.24	8577018.608	5973379.377	13367877.09	13141705.87
MIIP	1507929.148	1210752.964	0	410929.5571	0	354553.7223	324148.0836	7246089.904	1116017.53	355265.5147	0.00	217872.9723	0.00	557166.6084	156294.9756	1116657.699	0	0	0	133401.3152	191006.2579	0	142848.3901	89113.68239	1085021.143	569897.8527	19586.52937	0	87112.50978
MILR1	104581.3725	0	0	1066489.182	0	0	46752.64805	0	2698033.48	0	0.00	5733968.256	0.00	15618720.08	40957.12845	0	0	0	0	0	0	292467.2297	251836.7658	1479898.413	611660.5289	0	420282.3067	1625221.678	0
MINA	3127794.93	28868666.6	1108242.519	14651795.86	3519542.904	7821859.883	7434464.889	22692127.7	1265495.23	2673491.037	3742562.01	2706656.172	6260215.41	7035670.902	11224556.84	2239396.971	40259510.15	14886597.28	2628069.555	4952622.423	4134962.38	8130087.493	1214861.799	15932109.19	5834962.213	10221633.96	133528622.3	16328613.21	16798092.17
MINK1	4529414.42	4294058.907	55443805.69	14628541.47	17201363.92	6387492.35	3436160.783	10041012.11	1834841.62	5381350.407	2285628.47	8253370.673	5286578.56	5703351.978	10618553.21	19003696.06	718140.5282	9359139.478	4720044.129	10478889.35	16368744.67	17383307.66	5041000.779	2450238.13	7672038.972	20694191.34	9632270.96	12728244.25	5326190.548
MINPP1	17020598.28	2620662.079	3639877.818	1363625.215	4766927.937	1545827.132	9944203.919	2701304.462	35667185.07	2169443.904	438658.12	19665518.48	18818116.59	13678630.72	274880.7531	1720598.339	448928.4908	19555944.66	2752474.372	22348960.85	3365634.601	4821750.755	1483159.371	1523925.767	4255981.018	11210610.71	15156391.66	1671883.418	1227728.77
MIOS	13172148.46	3066277.001	13015313	4856495.852	9035343.301	6680483.962	7886966.377	9215624.127	4850072.88	8968373.886	14377409.16	8810353.738	14891134.37	6639370.899	86615973.36	5892799.966	1433210.167	6044822.852	7934191.472	3761776.085	7882952.995	10318890.23	10123105.1	6539336.594	7813509.458	15808911.1	18111482.11	15142221.6	6653165.277
MIOX	34038.18211	46779.13589	851720.9339	111425247.6	18509920.01	1962451.043	13723144.73	7476954.32	11465748.07	0	706836.99	393504080.4	823977.58	0	0	0	1303739.015	533431.1966	776354.4544	2698739.808	335854.9959	294997.9059	0	2338663.545	3831940.39	53587.23431	2682312.874	167008.5855	0
MIPEP	23329845.38	7231721.301	9791158.128	12001866.28	19784422.1	9920115.925	11999291.62	14701547.76	7526516.99	25077143.76	280687581.20	45170771.3	15505766.70	8357361.09	3365706.767	9166145.258	21344222.26	4299809.025	15762218.47	20391672.96	14379677.59	10314246.79	4824431.63	4239254.915	7717836.102	16967132.38	44258911.8	7373828.259	8888347.23
MIS12	261584.0575	4938878.495	5566345.203	0	617417.7532	0	449730.5835	899391.7969	0.00	0	0.00	1835603.36	1770363.27	12453565.41	6972984.842	0	1262382.317	405452.915	536593.7405	0	239836.6202	3469986.583	1912536.307	2201251.855	5045842.443	900822.4244	1999369.737	10264084.92	596390.3341
MIS18A	0	0	296138.1817	0	0	0	0	0	798538.71	244921.6475	0.00	0	17836926.43	562411.9584	10849955.28	0	0	0	0	0	0	0	0	3845557.678	0	14972254.43	0	1224140.426	831631.8023
MIS18BP1	0	0	0	0	0	70055.47993	0	0	0.00	0	0.00	0	0.00	0	0	7725866.842	0	0	0	0	0	0	0	0	0	96601.8362	0	219849.4488	0
MISP	969718.9197	4843691.073	320404.8786	107901901.5	247323406.9	2937431.439	9099396.46	20885915.75	3879956.11	35383078.36	4137930.10	12954085.62	9643803.42	1920074.205	1336528.539	6008755.271	80861.6019	2782640.268	15706642.43	71590387.13	958477.0019	447947099.5	394690.9725	0	35773676.82	295876.2364	12480.44859	251748.7028	1549938.632
MITD1	2738629.235	9161182.969	1064482.209	10016216.72	1806911.003	5483854.564	7063896.188	7067885.471	1772883.93	631059.9676	0.00	2032800.935	938462.11	11640536.14	8034840.164	1223774.454	5299829.877	694666.2263	1590757.117	3691693.452	3830537.435	13709183.73	6651988.297	5336115.345	2657531.408	1117381.842	3605934.763	5236525.812	3121494.648
MITF	0	0	263681.2106	0	2972692.585	13129580.76	3800916.953	0	0.00	415406.8352	0.00	291818.8344	106783.11	587962.3348	0	3733841.92	0	1339356.465	4285767.294	3098783.206	0	178017.9792	21802328.37	555358.7303	394226.141	1835199.417	0	0	559557.6395
MKI67	200511.2691	4768880.163	168012.5564	5754543.693	2025361.041	1092896.818	1931670.967	291919.4679	420801.25	239293.5886	1892941.26	443481.4618	1192090.51	8776989.097	1814690.302	1001351.095	1663604.006	307704.4267	152755.7191	721557.9482	207622.965	2007534.348	105705.9086	426543.9604	1195509.036	1593326.904	455491.0979	11069243.36	391607.2039
MKKS	13757956.88	18012837.01	54801762.53	38180037.33	47108019.16	10003419.54	19486308.15	12664089.79	67807253.45	14018627.48	129614198.90	27395870.04	27108988.36	22718577.5	27056401.5	11392000.59	0	17416063.74	8489951.819	35433611.85	77295597.49	58420311.72	27479270.78	16688684.52	24750845.44	52024297.83	5866466.552	32680444.93	16044255.23
MKL1	1145491.59	1103970.336	2396848.476	3076464.059	1414060.393	1654640.491	581762.6032	2402134.707	229984.36	2948959.415	0.00	294634.0978	120719.71	2861890.618	4393111.198	3060003.747	665642.2134	1008265.548	1150993.93	1954635.355	759913.792	1133464.329	1981888.845	934909.283	1897892.381	9231921.367	869590.9458	1983086.518	1074827.359
MKL2	4153210.866	2067294.22	10460234.68	5783152.713	7109400.991	5775152.583	2096730.898	3119785.965	1195859.91	3705323.583	1374618.50	4217212.841	4677426.08	3767955.829	2726705.002	10598152.73	6987892.975	2409921.625	5633486.136	2365707.693	82886024.55	2854498.271	2425109.144	2260688.783	6885514.991	10265784.71	11612031.69	7829884.98	2962967.174
MKLN1	1722055.69	2860813.833	2567032.152	492794.1907	1431844.143	3410790.72	6503424.962	4784299.324	591638.37	1991080.738	1506225.08	1572285.839	2114039.01	6321820.165	5058677.506	3624049.275	208434.6673	374524.5936	665024.2567	2828574.168	681424.5395	1019003.47	2128659.521	3113197.397	3417170.435	2778038.637	1596698.071	1164071.861	1759682.675
MKNK1	1780134.123	2775183.965	1216756.26	3918211.797	9665657.426	7239369.695	4850118.451	1694913.686	7794915.11	12810192.57	11454646.45	0	2767252.48	8329753.984	4196160.02	6535176.14	12481080.84	12009002.63	4236960.135	12346130.82	346761.0517	15597903.99	1940785.3	3888078.833	5277609.293	6185078.26	1409600.628	5397557.5	8047209.322
MKNK2	620655.4782	0	83735.94423	1272045.754	342494.8488	883028.8744	761847.526	963575.9204	267797.71	247601.9861	0.00	0	528554.18	435619.4235	1067562.547	297510.5003	0	500043.8295	2180575.599	0	295408.1273	0	367799.1722	0	1281503.808	227942.9525	1439201.492	233615.7857	348289.2945
MKRN1	2163672.842	1469825.765	3864635.162	1502203.023	523737.7499	2186957.982	1913994.506	2210065.689	684000.03	1185348.777	4863533.21	1373667.718	3682166.02	6820197.441	5390838.054	0	1572171.756	1353270.234	3464061.37	1369403.485	7742655.604	3737274.745	0	3604449.982	2830336.771	0	2381058.513	447121.335	0
MKRN2	466104.5471	6465661.464	16332395.18	10083685.05	264681482.2	9440511.52	872755378	1098825.581	11097195.68	61750827.99	14939783.56	12320263.95	9339449.33	8727986.485	2211186.851	1029326.326	44234691.19	1896872.68	6206346.802	13656341.01	11409494.86	6245430.244	444732599.5	5011819.122	44104304.47	28639118.41	17367089.08	6572639.435	5522687.015
MKRN2OS	0	0	93865.01981	0	569805.2305	491459.5572	0	0	0.00	0	201613.96	0	0.00	0	0	400848.571	0	0	0	0	0	5259627.388	263023.9099	0	278695.0017	0	0	0	0
MKS1	1140969.912	0	328983.7579	372146.7415	2023752.936	461334.7693	185475.4473	22441547.59	0.00	797775.7253	0.00	219564.7132	146186.23	387293.1849	10582.2345	415841.6731	0	158492.0295	0	147913.4461	257730.7099	1383861.969	1853323.936	0	218287.2899	3089374.993	0	268316.2421	977659.9946
MLC1	907058.5201	0	351522851.8	179946.1448	0	590630.0201	201296.6765	38506.65818	2646806.62	0	0.00	513178.6008	0.00	0	1224355.608	15625585.55	3389783.164	5152581.102	271930.6879	938855.9934	0	0	0	295979.6825	0	0	1511142.832	46965.82816	0
MLEC	317471989.3	72860586.68	96855589.24	97752583.95	359521843.7	156265721.4	96718908.65	154685518.5	198149608.80	264910060.8	202856914.30	133673352.9	653294925.30	137842279	74762583.99	89909959.85	589934767	321090040.6	108448081.6	173978043	548662631.2	214335504.3	121346583	163005486.3	165744818	357385586.6	453217951.4	96087233.98	128265909.4
MLF1	0	1655640.153	1570809.269	493773.3229	0	110866.8404	621104.6735	606396869.7	6214419.36	0	489235.26	148421.2003	0.00	6076254.959	0	40402720.59	0	292092.6097	273455.4663	0	485265.8143	415030.8961	0	420356.9585	0	9146563.254	2131262.194	0	0
MLF2	14250317.3	18887571.58	109459910.1	7843461.106	7320977.168	41331081.91	20982437.48	445892677.5	73642772.85	7005400.835	340653873.90	17007806.57	17801381.43	58931508.3	12247706.79	9924314.562	4504870.827	4832791.573	27018146.78	42622666.03	7853004.279	19268545.34	17237314.39	7955858.789	6287185.691	5591618.625	18466192.88	22205146.36	7415870.886
MLH1	2165581.995	26652478.29	2247869.12	864420.7682	4168145.283	3400735.01	2202311.924	4975732.352	628468.06	1998189.179	1235578.59	1751920.303	1779693.83	5811985.939	3887035.912	4516499.688	450849.7254	8609499.665	5676236.932	1605618.257	658013.0161	2669921.429	1035130.733	675982.095	599423.2393	9749220.962	3896322.984	3224153.996	2394651.723
MLIP	1045914.207	1427326.182	1592613.392	1469723.371	419936.1441	630937.5366	2885403.648	503869.5374	643848.90	2079838.423	443728631.80	1028759.215	34289375.02	67131.50889	146215.9109	930318.3346	5458312.444	5423644.044	272183.6301	468485.6505	163762.5868	2616173.582	251119.3926	7883677.1	242810.0768	190010.1017	1454314.169	116452.1252	2240724.871
MLKL	1862428.65	15282869.5	2767881.837	36922464.37	7414625.64	13196265.99	23361593.64	1070104.267	5258354.84	7485383.614	13882665.92	0	5521397.73	36137701.43	9824107.369	691223.3602	162132141.3	1765174.595	6753556.99	16268384.97	10469169.57	3958012.396	11723428.96	3922489.686	22475822.04	1249024.655	3956398.999	19554489.87	12763955.96
MLLT1	2520181.979	0	3982188.195	14323021.62	2662391.37	12086962.49	960261.8246	6837275.451	262240.68	368562.8637	1932423.23	3246850.969	895882.16	7214426.911	4447900.567	179706.397	10214949.88	15444851.77	2410040.496	1146730.577	2594481.99	2400253.503	7904289.221	0	2392390.132	772785.2558	4090289.826	4121961.833	1904824
MLLT10	0	0	592876.1669	0	0	403075.1656	0	0	0.00	0	0.00	0	0.00	0	0	0	0	0	261976.8776	0	0	0	0	0	0	2315485.969	3999613.762	0	0
MLLT11	263081.2351	0	9931816.266	0	0	0	0	0	0.00	0	0.00	0	0.00	1292219.603	8721575.092	0	0	0	0	0	0	0	5707770.074	0	0	0	0	589053.9162	0
MLLT3	393074.4342	0	211633.4753	0	263098.6023	96025.67213	8065.084594	680394.9568	681393.98	0	0.00	0	0.00	1852919.921	58723.20385	85652.85948	0	125854.3022	0	0	627291.4296	142942.5749	0	215595.0025	83373.02538	0	942668.8589	612684.3803	0
MLLT4	16296466.73	10601642.3	19740465.85	34602239.21	33537573.62	26959038.88	11648979.19	80947067.93	16930019.59	18901402.29	33062740.25	43784112.05	77941488.76	18214941.65	10447232.67	30201532.33	64961012.77	90920195.28	54064234.77	28652167.75	59136370.42	52964522.1	30706655.2	37194853.49	29919159.04	36166452.99	54017929.42	14676727.68	13573360.66
MLLT6	0	0	815056.8906	896104.8751	0	1493749.143	0	1416858.803	749764.60	0	1141138.69	381351.9574	132930.90	2037128.334	33075968.31	2118089.882	0	381952.8427	0	0	0	107989.0611	373867.7616	1329741.962	581141.4701	0	0	1303982.184	0
MLN	0	0	0	0	244375214.3	0	0	0	0.00	0	0.00	7561952.325	6964969.13	0	1750665.604	4034028.312	5025918.917	0	0	0	0	142025495	0	0	0	0	0	0	0
MLNR	0	0	0	0	0	0	0	0	0.00	0	0.00	0	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	617508.9904	0	0
MLPH	71341.01524	13714848.35	0	33783091.07	11472726.09	3138863.172	1369209.149	4450277.309	1816062.69	28801660.14	4186368.63	133182.6189	1110855.37	8479522.533	335750.9116	5450548.053	844957.445	5559487.864	179607422.7	10290420.12	73901860.47	10531757.25	1528819.205	2577917.457	469193446.3	57320.18003	4364691.082	83803.88659	7495966.06
MLST8	21662853.67	9151479.868	33190251.99	25621136.6	16105329.95	21013256.79	10131319.61	23160216.44	177262843.90	16226809.12	32255187.68	22095943.08	27001612.84	20247741.54	20782603.71	24543602.68	5894563.873	28230185.94	16975984.81	18683583.29	20265298.09	10607944.53	34608409.19	13963623.01	8070492.541	17835430.42	27565023.8	23775767.06	26685550.49
MLX	2492649.988	0	25362.39425	3319870.212	6397735.668	5130528.696	1323107.026	637529.2223	0.00	1680070.157	2565536.16	887492.3998	13392320.11	7397323.987	1313284.564	1403545.721	5208629.101	457234.8529	263783.0987	9928838.402	3762911.302	4867430.621	604939.4819	2879273.112	4759193.203	1010757.786	108816.2725	0	1774814.843
MLXIP	515581.7452	764264.7636	0	1884829.539	633593.3983	1669671.13	1428449.182	1033763.791	801464.13	676671.3746	931908.60	34148.62787	274385.20	1577746.094	1467172.128	0	0	210484.0937	433386.1939	4637320.377	1221134.759	1134451.061	1241928.096	389769.5334	1711625.999	913846.8951	143695.3325	0	488719.1389
MLXIPL	1894743.571	0	9812341.328	0	2607684.266	701740.3145	67827.44903	539065.231	967140.25	1178175.121	0.00	1588040.982	19678972.12	0	0	0	275484.9842	3927885.454	9791286.048	812120.9048	0	3660193.598	0	2056540.893	226111.7388	2550655.663	0	30178.08739	0
MLYCD	279952115.6	52964377.73	48322195.42	208417474.2	42750369.73	100691521.2	177911195.8	57947604.36	80667624.23	42016101.25	611848721.50	189320003.2	310581862.10	128511077.3	9838427.317	30559493.66	142101920.1	94749929.03	180793116.1	97480475.45	79933016.71	71479993.92	26697915.66	36294760.57	90316760.21	47197885.25	126909019.9	23879875.91	37245641.99
MMAA	14903448.47	4631775.343	21880577.32	12285814.62	31226562.66	10518166	11046195.93	53910339.04	1944576.97	8723165.292	18450510.84	58628504.95	160419038.20	10750897.16	13094451.58	13958423.96	12807459.26	5144232.841	5221653.469	21537147.08	23503838.5	20583220.01	4325372.553	21697375.38	12135126.85	17366696.65	55449786.9	9934531.698	16407870.69
MMAB	239257019.7	26275027.66	150918157.4	58558226.83	12657363.49	27840554.11	13335377.31	90955491.91	18450614.40	6170974.251	204581204.20	185562014.1	360218976.70	102229112.6	29973312.77	638240.7053	46851891.13	39028406.69	29641976.88	32798532.76	146748710.3	20644745.62	18327333.87	14095705.07	58726011.5	41120534.82	42275529.03	21044220.23	18123958.31
MMACHC	7520956.14	3292262.227	5544802.966	9982559.046	5897015.893	844309.1014	383881.7835	1772758.878	0.00	261440.6201	2842092.76	698676.0446	6077454.86	1382011.714	0	181830.8928	5850275.171	0	1057405.312	4396498.579	3508078.855	2394333.113	0	156250.7633	2012107.084	2540801.952	0	0	0
MMADHC	0	333592.6182	824349.6204	5684474.543	353530.864	19843619.04	103200.2778	929296.0526	116341.20	122030.4044	0.00	0	2004219.76	1872728.019	176498.5553	10844659.12	1410139.92	1385754.626	1870097.943	0	0	56229.76769	5122820.099	2568880.264	533490.2058	422485.8642	0	1846846.22	0
MME	6696604.122	26765519.42	3113909.306	6071078.784	167668602.3	17075652.76	9464073.007	1838011.465	89982993.63	3960444.864	15171313.65	1413701279	48628525.13	6718051.15	735578.4049	26667287.6	6789133.923	207048244.6	164540688.5	4937963.705	51252021.97	472261325.6	3588223.131	8098252.521	3942075.997	1658154.919	1046359.311	1847745.001	3373420.301
MMGT1	47508761.27	7234147.077	32833326.68	30859494.03	103511516.3	26484621.11	27517950.79	54167279.05	16701747.05	26236015.23	221220906.00	114657411.2	33050187.38	146655847.5	24007705.19	29028559.28	112403799.3	56658572.1	70503187.65	49141607.39	57918026.58	85218779.59	32082092.26	24789717.72	29078396.06	44274369.9	135864217.9	52613921	21919749.02
MMP1	0	0	0	260204.3897	0	0	153721.5156	40464.23579	1059156.99	0	0.00	0	0.00	11124973.44	703918.8663	671819.0912	0	0	0	0	49653.68366	0	0	0	0	62091.40418	409253.7993	0	0
MMP10	35408752.74	0	0	297166.6313	4836297.175	34609634.16	15561655.97	175609.5937	1237467.37	4208066.415	1095015.46	8836698.404	0.00	1849261.979	1420476.644	4728949.268	1611522.345	1913739.576	1845338.107	1924131.261	0	4415739.746	6610109.213	942440.2778	10290818.96	169362.2686	4664071.971	1429961.393	3318545.406
MMP11	154520.7865	473118.3615	533613.894	430374.5112	0	1028254.486	917424.2738	1431613.774	0.00	0	592991.21	0	0.00	3467866.589	632713.4405	0	0	2015565.651	0	70368.82728	709441.0807	0	140062.2678	0	0	0	410777.5568	0	0
MMP12	1655838.237	2599800.412	486770.0874	23566488.82	427377.5715	7485046.549	28257654.97	10981387.11	8610840.29	4225348.403	4346855.54	10710139.94	1184907.46	317150430.9	9675200.656	7264234.987	2008423.185	6480409.016	1026624.739	4669778.967	5452383.873	660239.4891	25400827.39	6540958.654	9664306.814	1052480.243	4073928.167	4218206.353	298347597.3
MMP14	8026077.738	2729773.452	1058653.133	3162291.119	78992643.65	24148521.08	127716415.1	5255440.809	6776509.67	17791970.36	21534735.32	129205.0909	7590339.02	28560931.26	2535668.585	8944776.038	7745893.335	55459716.31	18731617.5	8622816.421	7595702.941	5554660.12	7499651.966	2520913.62	2387198.554	20068722.42	7331771.76	6641321.322	14166314.38
MMP15	451936.6248	126698.2435	904309.3372	409613.8481	976056.7157	78184.72697	0	10776.47109	721596.21	238132.7606	4993129.13	0	692016.76	1456136.793	0	676846.5241	954290.3552	4145167.418	1518900.154	4174035.081	1623027.211	2298329.938	461232.1828	0	528595.2899	1496048.089	4523311.745	0	20802.85091
MMP19	983344.2407	1177325.78	195599.2922	14590447.11	4834720.601	5766261.219	3208437	1308867.68	3116535.27	18122610.67	1809529.49	156557.0531	1597229.49	8687266.004	915822.9757	6841606.279	0	15371023.61	4873234.482	1549496.308	327954.546	201032.0414	6852465.02	3579887.353	3369519.171	1014804.938	0	1739966.118	4179083.53
MMP2	6198616.726	9854954.703	2405761.049	12000948.34	8245164.613	39901054.21	80451786.69	10292609.81	22851526.02	138262430.7	5967017.79	3333504.259	1618038.12	38899102.19	4790749.192	33056181.67	6889516.503	15687916.8	34199567.99	13054635.53	1285755.287	8247914.848	177803852.9	2219905.55	15607365.09	19900213.73	470953.4901	1454003.799	76669651.01
MMP23B	18797014.58	3368193.845	2053735.545	16211782.98	13404217.93	38006135.19	28711908.18	9440637.434	748614.87	33504493.58	11826130.38	2221973.718	0.00	12128491.74	3444362.717	40551921.83	15031770.57	28345471.46	20976497.42	8722146.687	827861.955	363378.4019	34087828.92	4926429.226	43214319.77	11281767	0	445436.1197	7450236.981
MMP24-AS1	0	0	0	0	0	0	0	0	0.00	0	33191056.66	24739449.53	5357520.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP25	0	5908703.457	0	0	81209.30613	0	0	0	0.00	0	119694.96	172170.1421	0.00	57469.02187	0	0	215818.6896	492626.9386	0	0	0	0	0	179608.4334	227539.4226	0	28727.82567	0	0
MMP28	5045589.007	0	1039265.119	3996695.364	3400038.625	1906774.168	496206.9373	302807.6189	1427198.39	527811.498	1268419.31	13553.29764	19393.50	11303039.27	117081.1452	1800307.475	109379.205	163279.5019	206557.5958	4455552.272	31818.63266	1279152.339	5109829.828	1086792.069	1503109.999	27433067.15	1204255.564	0	3647794.775
MMP3	0	1436738.19	50780544.87	2314270.815	4492288.815	57438211.1	2328833.984	82131764.9	3574127.88	2376827.768	14252504.77	51867998.7	0.00	47251632.03	0	2689027.858	0	0	13170095.21	18576086.02	26438598.02	32037431.95	17366247.68	0	32289757.53	104225198.7	0	0	482039.9219
MMP7	0	1163353.315	0	0	0	1819448.272	0	5541381.97	0.00	188047601.1	760149.84	7010264.021	0.00	512084.2047	0	5278966.636	91362808.02	19344114.62	188702013.3	0	1289619.637	98063.70258	0	497706.0684	0	0	267219.6123	7358923.465	8299966.413
MMP8	17575257.36	276150259.3	63160.99546	25166758.06	2122919.415	264232.2836	21399665.67	19461297.86	194738742.60	3989465.562	12489220.37	0	125473.86	3642067.427	3423505.401	303705.5949	5043510.944	3792666.333	2133763.477	3611628.929	1404798.751	2259731.322	14986119.78	132985782.4	908767.0892	875509.329	660536.4064	3506820.783	46923577.98
MMP9	27089871.28	354347551.6	26539.19177	6902423.241	14938034.86	2120272.753	69235992.28	705262.1708	542212751.90	28012473.23	21516456.63	1374829.982	4770583.61	10808181.9	19766717.5	14475763.02	28092462.44	25578619.06	10594003.49	44975739.31	4799093.952	20660417.24	1653661.529	211806332.8	11251631.62	46119.87116	389195154.8	32109718.67	152000687.2
MMRN1	27502851.14	19718157.04	720102.087	10443975.11	3479182.62	5668456.215	9748329.617	22812965.83	15586508.78	23564154.57	1235030.23	1140749.875	3634328.37	5021249.413	74907858.83	10236501.92	2488577.525	58965986.16	3002139.02	10543806.53	2216097.67	3925334.169	8440574.15	258846085	2554997.753	2321519.904	15122669.15	889569.0062	18343457.89
MMRN2	14830096.82	8624601.474	4174420.985	28243375.1	17532759.69	25784955.45	32157623.8	10748741.93	57460959.33	25574082.46	58923798.05	31261045.83	12764358.40	14306002.2	33053139.41	21394159.28	4097322.181	62163313.55	19722367.2	16705354.38	6493504.304	13735303.09	69631731.53	7079598.576	12736979	8145077.125	35978163.83	10287303.44	23620316.46
MMS19	8548281.229	2515334.916	28539663.07	4407471.932	11057771.91	11305792.66	7177359.961	6900874.464	5199463.11	11674798.52	14944657.88	7357264.6	15333965.86	12762764.99	24092794.74	5585558.951	339240.6537	18454769.2	7602160.29	8447609.838	12426033.73	8446422.018	8802169.014	9665626.336	6098991.009	35618615.79	10996658.45	14887566.84	6815018.502
MMS22L	0	0	0	0	0	0	0	0	0.00	0	0.00	0	0.00	1510453.774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MNAT1	2764754.482	13569786.99	811888.9145	719677.4867	11077321.43	6575491.772	10084262.01	5173779.677	109734770.40	8357439.283	1928523.77	1555884.992	1984373.80	12860080.04	32558904.02	6159659.344	4513026.43	8513011.935	3918822.962	7795715.703	2226295.262	2961413.536	6092728.037	8783573.05	2338360.643	28745816.05	5055128.108	12524520.44	4165392.52
MND1	0	0	0	0	230741.0058	0	1163222.636	0	0.00	1057918.566	0.00	0	0.00	0	0	182430.9413	243178.9224	0	0	0	0	7808529.096	0	0	0	1696566.069	0	0	0
MNDA	55783430.78	351164934.4	16815617.13	30343919.71	72966979.35	11264511.32	43931580.35	14155868.23	230878594.50	30505644.65	7384591.22	10216306.59	12961336.96	105376322.7	91527300.67	58975841.36	127835402.7	46276060.7	14792487.91	27331528.94	32933927.16	36278636.3	254202158.5	287973655.7	18639617.14	32332328.47	13963614.23	120796235.8	108452746.7
MNS1	0	0	1028451.761	2955296.446	5636250.62	9338154.985	5496583.273	49973560.16	10184565.41	5953938.559	2302383.94	58192.00999	322992.99	679845.6846	0	402040.5591	0	31906.82848	378487.0468	0	0	571468.4759	23960264.47	0	206569.158	8326831.037	0	0	2254914.743
MNT	691625.7159	2265771.154	982579.4666	3657058.873	1001250.362	2977019.179	2785555.528	4917348.458	237470.38	698061.9115	1009775.83	0	468179.52	5318784.995	8920082.785	4563206.16	1631429.113	745778.0317	822917.1964	2034490.467	0	742196.2503	776372.2853	149785.6939	1758572.692	2531898.218	1058137.207	1204517.029	4775.224432
MNX1	0	0	0	0	770912.9589	0	0	0	0.00	0	0.00	0	0.00	0	0	0	0	0	0	0	0	2756637.719	0	0	0	0	0	0	0
MOAP1	1107810.945	0	2394356.335	0	177604.1692	0	0	0	155226.35	0	386253.12	0	0.00	0	29740.87303	0	0	0	0	0	0	0	0	0	0	0	0	0	106540.4397
MOB1A	147929185.8	385557576.5	70971112.54	107494949.6	150360977.4	163082433.7	119570910.6	212357103.1	149797067.40	144568726.2	116971437.50	105769960.6	59213530.58	228476407.2	176405164.3	49306141.94	24934384.8	60556131.22	331386357.4	96161190.82	86430492.71	115145766.9	160226270.9	352323109.9	175460484.3	127330756.7	116099084.2	381764939.1	234304715
MOB2	14522622.76	14759387.19	34021528.91	42203658.83	66238163.22	72014755.49	67939718.44	49658109.06	3780312.83	32764041.89	58615497.46	46804398.89	11170757.47	19717685.11	24309669.32	66379952.5	54693460.41	13645716.22	48956786.49	112097311.5	47968397.47	33552355.08	79674956.15	47217020.29	49205029.3	130340366	20856743.66	15061331.27	38334825.51
MOB3A	8279593.114	18708064.21	852185.5704	2511168.187	6336249.298	11330138.06	7779713.253	2902913.332	5618092.64	8967069.585	503456.08	3217794.352	0.00	6099444.928	71553047.68	0	97720628.63	5948278.331	10358517.86	9211259.248	2642893.714	2166978.557	3687685.954	18252814.21	2869829.842	791770.0774	1769057.531	60794330.78	3741470.101
MOB3B	0	5699601.627	7348437.358	0	1027295.358	0	1529571.281	2572198.467	0.00	0	795610.50	2207011.497	289180.81	1384772.425	0	0	0	603800.7945	572646.9117	372094.1084	4895488.028	637138.3624	460883.1904	836114.2171	0	639744.3357	0	2205834.537	0
